Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Bullet ,universe64,hiimgosu,0-1,2016.07.16,03:13:25,2502,2803,-5.0,3.0,A40,English Defense #2,60+0,Normal,1. d4 b6 2. Nf3 Bb7 3. Bf4 f5 4. e3 Nf6 5. Bc4 e6 6. O-O g6 7. Nbd2 Bg7 8. c3 O-O 9. Bd3 Nh5 10. Bg5 Qe8 11. Qe2 h6 12. Bf4 Nxf4 13. exf4 Qf7 14. Ne5 Bxe5 15. fxe5 Nc6 16. f4 Ne7 17. Bc4 g5 18. g3 Kh7 19. Kf2 Rg8 20. Nf3 gxf4 21. gxf4 Rg4 22. Qe3 Rag8 23. Rg1 Qh5 24. Rxg4 fxg4 25. Bd3+ Nf5 0-1,2652.5
 Bullet ,hiimgosu,universe64,1-0,2016.07.16,03:14:35,2806,2497,4.0,-4.0,A40,Queen's Pawn,60+0,Normal,1. d4 c6 2. Nf3 d5 3. Bf4 Nf6 4. e3 e5 5. Nxe5 Bd6 6. Bd3 O-O 7. c4 Qe7 8. Nc3 dxc4 9. Bxc4 Nbd7 10. Nxd7 Bxd7 11. Bxd6 Qxd6 12. O-O c5 13. d5 a6 14. a4 b6 15. Qd3 a5 16. b3 Rfe8 17. e4 Ng4 18. f4 Qh6 19. h3 Nf6 20. e5 Nh5 21. Ne2 g6 22. g4 Ng7 23. Kg2 Kh8 24. Rae1 Rad8 25. Ng3 Bc8 26. Ne4 f5 27. exf6 Bxg4 1-0,2651.5
 Bullet ,universe64,hiimgosu,0-1,2016.07.16,03:16:02,2493,2810,-4.0,4.0,B00,Owen Defense,60+0,Normal,1. e4 b6 2. Bc4 Bb7 3. Bd5 Bxd5 4. exd5 e6 5. dxe6 dxe6 6. Nf3 Nf6 7. O-O c5 8. d4 Nc6 9. Be3 Rc8 10. dxc5 Qxd1 11. Rxd1 Bxc5 12. Nc3 Bxe3 13. fxe3 Ke7 14. Nd4 Ne5 15. b3 Rxc3 0-1,2651.5
 Bullet ,hiimgosu,universe64,1-0,2016.07.16,03:16:38,2814,2489,3.0,-5.0,A43,Queen's Pawn Game: Liedmann Gambit,60+0,Normal,1. d4 c5 2. c4 cxd4 3. e3 dxe3 4. Bxe3 Nf6 5. Nc3 d6 6. Nf3 Ng4 7. Bf4 Qb6 8. Qd2 e5 9. Nd5 Qd8 10. Bg5 f6 11. Bh4 Be6 12. h3 Nh6 13. g4 Nc6 14. Bg2 Ne7 15. Ne3 d5 16. cxd5 Nxd5 17. Nxd5 Qxd5 18. O-O Qxd2 19. Nxd2 O-O-O 20. Rac1+ Kb8 21. Ne4 Be7 22. a3 Rc8 23. Rcd1 Rhd8 24. Rfe1 Nf7 25. f3 Rxd1 26. Rxd1 Rd8 27. Rxd8+ Nxd8 28. Be1 Nc6 29. Bf1 g6 30. Kf2 f5 31. Nc3 Bh4+ 32. Ke2 Bc4+ 33. Kd1 Bxe1 34. Bxc4 Bxc3 35. bxc3 fxg4 36. hxg4 g5 37. Bg8 h6 38. Kc2 Kc7 39. Kd3 Kd6 40. Ke4 Ne7 41. Bb3 b6 42. Ba2 a5 43. Bb3 Nc6 44. Kf5 b5 45. Kg6 e4 46. fxe4 Ke5 47. Kxh6 Kxe4 48. Kxg5 Kd3 49. Bd5 Ne7 50. Be6 Kxc3 51. Kf6 b4 52. axb4 axb4 53. Kxe7 b3 54. Bxb3 Kd4 55. g5 Ke5 56. g6 1-0,2651.5
 Blitz ,GodofBasketball,zsoltik,1-0,2016.07.16,15:55:49,2735,2631,46.0,-7.0,A04,Zukertort Opening: Sicilian Invitation,180+0,Normal,1. Nf3 { [%eval 0.18] } 1... c5 { [%eval 0.32] } 2. g3 { [%eval -0.05] } 2... g6 { [%eval 0.16] } 3. d4 { [%eval -0.01] } 3... cxd4 { [%eval 0.0] } 4. Nxd4 { [%eval 0.01] } 4... Bg7 { [%eval 0.02] } 5. Bg2 { [%eval 0.0] } 5... Nc6 { [%eval 0.08] } 6. c3 { [%eval 0.0] } 6... Nf6 { [%eval 0.12] } 7. Nd2 { [%eval -0.16] } 7... O-O { [%eval -0.13] } 8. O-O { [%eval -0.12] } 8... Qb6 { [%eval 0.0] } 9. Nc4 { [%eval -0.18] } 9... Qa6 { [%eval -0.16] } 10. Ne3 { [%eval -0.17] } 10... e6 { [%eval 0.0] } 11. c4 { [%eval 0.0] } 11... Nxd4 { [%eval 0.18] } 12. Qxd4 { [%eval 0.0] } 12... d5 { [%eval 0.22] } 13. Qh4 { [%eval 0.4] } 13... dxc4 { [%eval 0.31] } 14. Bd2 { [%eval 0.15] } 14... Bd7 { [%eval 0.53] } 15. Bc3 { [%eval 0.55] } 15... Nd5 { [%eval 0.81] } 16. Bxd5 { [%eval 0.79] } 16... exd5 { [%eval 0.82] } 17. Nxd5 { [%eval 0.75] } 17... Bxc3 { [%eval 0.8] } 18. bxc3 { [%eval 0.79] } 18... Rad8 { [%eval 0.83] } 19. Rad1 { [%eval 0.76] } 19... Kg7 { [%eval 0.77] } 20. e4 { [%eval 0.44] } 20... f6 { [%eval 0.86] } 21. e5 { [%eval 0.76] } 21... Bf5?? { [%eval 4.72] } 22. Nxf6 { [%eval 4.65] } 22... h6 { [%eval 4.64] } 23. Rxd8 { [%eval 4.6] } 23... Rxd8 { [%eval 4.59] } 24. Nh5+ { [%eval 4.34] } 24... gxh5 { [%eval 4.71] } 25. Qxd8 { [%eval 4.31] } 25... Bd3?? { [%eval 14.48] } 26. Qe7+ { [%eval 13.47] } 26... Kg6 { [%eval 19.71] } 27. Re1 { [%eval 19.01] } 27... Qc6 { [%eval 53.95] } 28. e6 { [%eval 53.95] } 28... Qf3 { [%eval 53.95] } 29. Qe8+ { [%eval 53.95] } 29... Kg7 { [%eval 53.87] } 30. Qd7+ { [%eval 53.84] } 1-0,2683.0
 Blitz ,l3OOM,GodofBasketball,0-1,2016.07.16,16:30:27,2654,2781,-8.0,36.0,C99,"Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System",240+0,Normal,1. e4 { [%eval 0.19] } 1... e5 { [%eval 0.22] } 2. Nf3 { [%eval 0.22] } 2... Nc6 { [%eval 0.22] } 3. Bb5 { [%eval 0.12] } 3... a6 { [%eval 0.24] } 4. Ba4 { [%eval 0.17] } 4... Nf6 { [%eval 0.16] } 5. O-O { [%eval 0.16] } 5... Be7 { [%eval 0.15] } 6. Re1 { [%eval 0.1] } 6... b5 { [%eval 0.12] } 7. Bb3 { [%eval 0.17] } 7... O-O { [%eval 0.2] } 8. h3 { [%eval 0.21] } 8... d6 { [%eval 0.18] } 9. c3 { [%eval 0.19] } 9... Na5 { [%eval 0.17] } 10. Bc2 { [%eval 0.16] } 10... c5 { [%eval 0.25] } 11. d4 { [%eval 0.24] } 11... cxd4 { [%eval 0.34] } 12. cxd4 { [%eval 0.31] } 12... Qc7 { [%eval 0.38] } 13. Nbd2 { [%eval 0.34] } 13... Bb7 { [%eval 0.35] } 14. d5 { [%eval 0.32] } 14... Rac8 { [%eval 0.25] } 15. Bb1 { [%eval 0.15] } 15... Nh5 { [%eval 0.3] } 16. Nb3 { [%eval 0.25] } 16... Nxb3 { [%eval 0.31] } 17. Qxb3 { [%eval 0.18] } 17... f5 { [%eval 0.12] } 18. Nxe5 { [%eval -0.16] } 18... Bh4 { [%eval -0.07] } 19. g3 { [%eval -0.08] } 19... dxe5 { [%eval -0.15] } 20. d6+ { [%eval -0.25] } 20... Qf7 { [%eval -0.16] } 21. Qxf7+ { [%eval -0.16] } 21... Kxf7 { [%eval -0.14] } 22. gxh4 { [%eval -0.27] } 22... Bxe4 { [%eval -0.2] } 23. Bxe4 { [%eval -0.2] } 23... fxe4 { [%eval -0.25] } 24. Bg5 { [%eval -0.41] } 24... Ke6 { [%eval -0.59] } 25. Be7 { [%eval -1.0] } 25... Rf5 { [%eval -0.93] } 26. Rad1 { [%eval -0.95] } 26... Kd7 { [%eval -0.89] } 27. Rd2 { [%eval -0.91] } 27... Rc4 { [%eval -0.87] } 28. b3 { [%eval -0.72] } 28... Rd4 { [%eval -0.66] } 29. Rxd4 { [%eval -0.65] } 29... exd4 { [%eval -0.66] } 30. Rxe4 { [%eval -0.55] } 30... Nf4 { [%eval -0.39] } 31. Kf1 { [%eval -0.7] } 31... Ne6 { [%eval -0.68] } 32. Ke2 { [%eval -0.72] } 32... b4 { [%eval -0.67] } 33. Ke1 { [%eval -0.6] } 33... Rc5 { [%eval -0.61] } 34. Kd1 { [%eval -0.68] } 34... Ra5 { [%eval -0.75] } 35. Re2 { [%eval -0.6] } 35... Rf5 { [%eval -0.64] } 36. Ke1 { [%eval -0.73] } 36... a5 { [%eval -0.43] } 37. Re4 { [%eval -0.45] } 37... g6 { [%eval -0.47] } 38. Ke2 { [%eval -0.47] } 38... Nf4+ { [%eval -0.49] } 39. Kd2 { [%eval -0.44] } 39... Nxh3 { [%eval -0.42] } 40. Rxd4 { [%eval -0.43] } 40... Rxf2+ { [%eval -0.31] } 41. Kd3 { [%eval -0.43] } 41... Rxa2 { [%eval -0.44] } 42. Kc4 { [%eval -0.81] } 42... Rf2 { [%eval -0.9] } 43. Rd5 { [%eval -0.99] } 43... Rf5 { [%eval -0.94] } 44. Rb5 { [%eval -0.91] } 44... Ng1 { [%eval -0.84] } 45. Rb7+ { [%eval -0.9] } 45... Ke6 { [%eval -0.96] } 46. Rb5? { [%eval -2.69] } 46... Nf3 { [%eval -2.91] } 47. Rxf5 { [%eval -2.87] } 47... gxf5 { [%eval -2.18] } 48. Kc5? { [%eval -3.57] } 48... f4 { [%eval -3.09] } 49. Bf8?? { [%eval -6.8] } 49... Ne5 { [%eval -6.4] } 50. Kd4 { [%eval -6.12] } 50... f3 { [%eval -5.75] } 51. Ke3 { [%eval -5.27] } 51... Kd7 { [%eval -4.88] } 52. Bg7?? { [%eval -11.59] } 52... Kxd6 { [%eval -11.41] } 53. Bf8+ { [%eval -11.39] } 53... Kd5 { [%eval -7.63] } 54. Be7? { [%eval -15.92] } 54... Nc6 { [%eval -14.59] } 55. Bf6 { [%eval -14.8] } 55... Ne5 { [%eval -11.61] } 56. Be7 { [%eval -13.99] } 56... Nc6 { [%eval -12.37] } 57. Bf6 { [%eval -13.01] } 57... Nd4 { [%eval -9.94] } 58. Bxd4 { [%eval -19.67] } 58... f2 { [%eval -16.78] } 59. Kxf2?! { [%eval #-15] } 59... Kxd4 { [%eval #-14] } 60. h5 { [%eval #-12] } 60... Kc3 { [%eval #-13] } 61. Ke3 { [%eval #-13] } 61... Kxb3 { [%eval #-12] } 62. Kd2 { [%eval #-11] } 62... a4 { [%eval #-10] } 63. Kc1 { [%eval #-10] } 63... Ka2 { [%eval #-10] } 64. Kc2 { [%eval #-10] } 64... b3+ { [%eval #-9] } 65. Kc3 { [%eval #-9] } 65... b2 { [%eval #-8] } 66. Kd4 { [%eval #-8] } 66... b1=Q { [%eval #-7] } 67. Ke5 { [%eval #-7] } 67... Kb2 { [%eval #-7] } 68. Kf6 { [%eval #-7] } 68... a3 { [%eval #-6] } 69. Kg7 { [%eval #-5] } 69... a2 { [%eval #-4] } 70. h6 { [%eval #-4] } 70... a1=Q { [%eval #-3] } 71. Kg8 { [%eval #-2] } 71... Qa7?! { [%eval #-2] } 72. Kh8 { [%eval #-2] } 72... Qc2 { [%eval #-1] } 73. Kg8 { [%eval #-1] } 73... Qc8# 0-1,2717.5
 Blitz ,fortresspieces,GodofBasketball,0-1,2016.07.16,17:08:25,2696,2817,,,E61,King's Indian Defense: 3.Nc3,180+2,Normal,1. d4 { [%eval 0.22] } 1... Nf6 { [%eval 0.24] } 2. c4 { [%eval 0.25] } 2... g6 { [%eval 0.54] } 3. Nc3 { [%eval 0.58] } 3... c5 { [%eval 0.7] } 4. d5 { [%eval 0.76] } 4... d6 { [%eval 0.73] } 5. e4 { [%eval 0.68] } 5... Bg7 { [%eval 0.7] } 6. Bd3 { [%eval 0.71] } 6... O-O { [%eval 0.69] } 7. Nge2 { [%eval 0.37] } 7... Nbd7 { [%eval 0.46] } 8. O-O { [%eval 0.36] } 8... Ne5 { [%eval 0.4] } 9. f3 { [%eval 0.37] } 9... Nfd7 { [%eval 0.32] } 10. Bf4 { [%eval -0.15] } 10... Nxd3 { [%eval -0.1] } 11. Qxd3 { [%eval -0.14] } 11... Ne5 { [%eval -0.18] } 12. Bxe5 { [%eval -0.16] } 12... Bxe5 { [%eval -0.11] } 13. f4 { [%eval -0.12] } 13... Bg7 { [%eval -0.1] } 14. f5 { [%eval -0.28] } 14... Bd7 { [%eval -0.24] } 15. Qh3 { [%eval -0.41] } 15... a6 { [%eval -0.31] } 16. Rf4?! { [%eval -0.98] } 16... b5 { [%eval -0.82] } 17. Rh4 { [%eval -0.72] } 17... b4 { [%eval -0.89] } 18. Nd1 { [%eval -0.89] } 18... h5?! { [%eval 0.0] } 19. Qg3?! { [%eval -0.56] } 19... e6 { [%eval -0.22] } 20. dxe6 { [%eval -0.28] } 20... fxe6 { [%eval -0.55] } 21. fxg6 { [%eval -0.14] } 21... Be5? { [%eval 1.09] } 22. Qh3 { [%eval 0.98] } 22... Qf6 { [%eval 0.62] } 23. Ne3 { [%eval 0.96] } 23... Bxb2 { [%eval 0.82] } 24. Rf1 { [%eval 0.64] } 24... Qxg6 { [%eval 0.91] } 25. Nf4 { [%eval 0.88] } 25... Rxf4 { [%eval 0.9] } 26. Rhxf4 { [%eval 0.73] } 26... Be5 { [%eval 0.56] } 27. Rf7?! { [%eval 0.0] } 27... Bc6 { [%eval 0.0] } 28. Re7?! { [%eval -0.69] } 28... Rf8 { [%eval -0.31] } 29. Qxe6+?! { [%eval -1.01] } 29... Qxe6 { [%eval -1.11] } 30. Rxe6 { [%eval -1.13] } 30... Rxf1+ { [%eval -1.04] } 31. Nxf1 { [%eval -1.33] } 31... Kf7 { [%eval -0.91] } 32. Rh6? { [%eval -2.04] } 32... Bxe4 { [%eval -1.7] } 33. Nd2? { [%eval -2.74] } 33... Bg6 { [%eval -2.61] } 34. Kf2 { [%eval -2.58] } 34... Kg7 { [%eval -2.32] } 35. Rxg6+ { [%eval -2.04] } 35... Kxg6 { [%eval -1.94] } 36. g3? { [%eval -3.19] } 36... a5 { [%eval -3.62] } 37. Ke3 { [%eval -4.05] } 37... a4 { [%eval -3.77] } 38. Ke4? { [%eval -5.35] } 38... b3 { [%eval -5.12] } 39. Nxb3? { [%eval -6.22] } 39... axb3 { [%eval -6.17] } 40. axb3 { [%eval -4.55] } 40... Kf6 { [%eval -4.27] } 0-1,2756.5
 Bullet ,chickencrossroad,hiimgosu,0-1,2016.07.16,21:13:55,2571,2831,-5.0,5.0,E01,Catalan Opening,60+0,Normal,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Nf3 Bb4+ 5. Bd2 Be7 6. Bg2 O-O 7. Qc2 c6 8. cxd5 cxd5 9. O-O b6 10. Nc3 Bb7 11. Ne5 Nc6 12. Nxc6 Bxc6 13. Rac1 Rc8 14. Qd3 Qd7 15. Rfe1 h6 16. a3 Rfd8 17. b4 Qb7 18. b5 Be8 19. a4 Qb8 20. Bf4 Bd6 21. Bxd6 Qxd6 22. e3 Rc4 23. Ra1 Rdc8 24. Rec1 Qc7 25. Ra3 Qd6 26. Rb3 Bd7 27. Qd2 Rb4 28. Rcb1 Rxb3 29. Rxb3 Rc4 30. Bf1 Rc7 31. Bd3 Bc8 32. Ne2 Bb7 33. Rc3 g5 34. Rxc7 Qxc7 35. Qc3 Ne8 36. Qxc7 Nxc7 37. Nc3 Ne8 38. Kf1 Nd6 39. Ke2 Kf8 40. f3 Ke7 41. e4 dxe4 42. fxe4 f6 43. Ke3 e5 44. d5 Bc8 45. Be2 Nb7 46. Kd3 Kd7 47. Kc4 Kd6 48. Bd3 Nc5 49. Bc2 Bd7 50. a5 bxa5 51. Na4 Nxa4 52. Bxa4 Be8 53. Bc2 h5 54. b6 axb6 55. Kd3 h4 56. Ke3 hxg3 57. hxg3 Kc5 58. Bd1 Bd7 59. Be2 b5 60. Bxb5 Bxb5 0-1,2701.0
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,21:22:22,2577,2841,-4.0,5.0,A00,Hungarian Opening,0+1,Normal,1. g3 b6 2. Bg2 d5 3. Nf3 Bb7 4. O-O e6 5. d4 Nf6 6. c4 Be7 7. cxd5 Nxd5 8. Nc3 O-O 9. Nd2 Nxc3 10. bxc3 Bxg2 11. Kxg2 c5 12. e3 Nc6 13. a4 Rc8 14. Ba3 Qd7 15. Qf3 Na5 16. Rfd1 Rfd8 17. Ne4 Qc6 18. dxc5 Bxc5 19. Rxd8+ Rxd8 20. Nxc5 Qxf3+ 21. Kxf3 bxc5 22. Rb1 Nc4 23. Bxc5 Nd2+ 24. Kf4 Nxb1 25. Bxa7 Ra8 0-1,2709.0
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,21:24:26,2846,2573,5.0,-4.0,A46,Indian Game: Wade-Tartakower Defense,0+1,Normal,1. d4 d6 2. Nf3 Nf6 3. Bf4 g6 4. e3 Bg7 5. h3 O-O 6. Bh2 Nbd7 7. c3 b6 8. Nbd2 Bb7 9. a4 c5 10. a5 bxa5 11. Qa4 Qb6 12. Nc4 Qc7 13. Qxa5 Qc6 14. Be2 Rfb8 15. O-O Nb6 16. Qa2 Nxc4 17. Bxc4 Qc7 18. Bxf7+ 1-0,2709.5
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,21:27:37,2584,2833,-4.0,5.0,A04,Zukertort Opening: Queenside Fianchetto Variation,0+1,Normal,1. Nf3 b6 2. d3 Bb7 3. Nbd2 Nf6 4. g3 e6 5. Bg2 d6 6. O-O Be7 7. e4 O-O 8. Qe2 Nfd7 9. Re1 c5 10. c3 Nc6 11. d4 cxd4 12. cxd4 Rc8 13. a3 Ndb8 14. b4 a5 15. b5 Na7 16. a4 Re8 17. Bb2 Bf8 18. Rac1 Nd7 19. Nc4 d5 20. exd5 Bxd5 21. Nce5 Nxe5 22. dxe5 Rxc1 23. Rxc1 Qa8 24. Qe3 Rb8 25. Bd4 Nc8 26. Ne1 Rb7 27. f4 Bxg2 28. Nxg2 Rd7 29. Rc6 Qb8 30. Kf1 h6 31. Bxb6 Nxb6 32. Qxb6 Qe8 33. Qxa5 Rd1+ 34. Ke2 Qd7 35. Ne3 Qd3+ 36. Kf3 Rf1+ 37. Kg2 Qe2+ 38. Kh3 Qxe3 39. Qc3 Qe2 40. Qc4 Qh5+ 41. Kg2 Qf3+ 42. Kh3 Rf2 43. Qc3 Qh5# 0-1,2708.5
 Bullet ,hiimgosu,jimakos,1/2-1/2,2016.07.16,21:32:24,2848,2571,-8.0,8.0,A40,Horwitz Defense,0+1,Normal,1. d4 e6 2. Nf3 f5 3. Bf4 Nf6 4. h3 b6 5. e3 Bb7 6. a4 Bb4+ 7. c3 Bd6 8. Bxd6 cxd6 9. a5 Nc6 10. a6 Bc8 11. Qa4 Qe7 12. Nbd2 O-O 13. Qa3 e5 14. Nc4 e4 15. Nfd2 d5 16. Qxe7 Nxe7 17. Nd6 Ne8 18. Nxe8 Rxe8 19. c4 dxc4 20. Nxc4 d5 21. Ne5 Be6 22. Bb5 Rec8 23. Kd2 Ng6 24. Nc6 Bd7 25. Ne7+ Nxe7 26. Bxd7 Rc7 27. Bb5 Kf7 28. Rhc1 Rac8 29. Rxc7 Rxc7 30. Be2 Ke6 31. b4 Kd6 32. b5 g5 33. h4 gxh4 34. Rh1 Ng6 35. Bh5 Rg7 36. Bxg6 Rxg6 37. Rxh4 Rxg2 38. Rxh7 Rxf2+ 39. Kd1 Rb2 40. Rxa7 Rxb5 41. Rf7 Ra5 42. a7 Ke6 43. Rb7 b5 44. Rb6+ Ke7 45. Rb7+ Ke6 46. Ke2 Kd6 47. Rb6+ Kc7 48. Rf6 Rxa7 49. Rxf5 Ra2+ 50. Kd1 Kd6 51. Rf6+ Kd7 52. Rb6 Ra3 53. Rxb5 Kc6 54. Rc5+ Kd6 55. Ke2 Ra2+ 56. Ke1 Rh2 57. Ra5 Rh3 58. Ra6+ Kd7 59. Kf2 Rf3+ 60. Ke2 Rh3 61. Rf6 Rh2+ 62. Rf2 Rxf2+ 63. Kxf2 Ke6 64. Kg3 Kf5 65. Kh4 Kf6 66. Kh5 Kf5 67. Kh4 Kf6 68. Kg4 Kg6 69. Kf4 Kf6 70. Kg4 Kg6 71. Kh4 Kh6 72. Kg3 Kg5 73. Kh3 Kh5 74. Kg3 Kg5 75. Kh3 Kh5 76. Kg3 Kg5 1/2-1/2,2709.5
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,21:35:58,2845,2574,4.0,-4.0,E81,"King's Indian Defense: Saemisch Variation, Normal Defense",0+1,Normal,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 O-O 5. f3 d6 6. Be3 c6 7. Nge2 Nbd7 8. Qd2 e5 9. d5 a6 10. dxc6 bxc6 11. Qxd6 Re8 12. O-O-O Qa5 13. Qxc6 Rb8 14. Qa4 Qc7 15. Kb1 Nc5 16. Qc2 Ne6 17. Nd5 Qb7 18. Nec3 Nd7 19. Be2 Nd4 20. Qd2 Nc5 21. Rc1 Be6 22. Bd1 Rec8 23. Be2 Nd7 24. Bd3 Nc5 25. Rhd1 f5 26. Bf1 f4 27. Bf2 a5 28. Nb5 a4 29. Ka1 a3 30. Kb1 Na4 31. b3 Nb2 32. Nxd4 Nxd1 33. Rxd1 exd4 34. Bxd4 Bxd4 35. Qxd4 Bxd5 36. cxd5 Qc7 37. Bc4 Qd6 38. e5 Qb4 39. d6+ Kf8 40. Rc1 Qc5 41. Qxc5 Rxc5 42. e6 Rb6 43. e7+ Ke8 44. Bf7+ Kxf7 45. Rxc5 Rxd6 46. Re5 Rd1+ 47. Kc2 1-0,2709.5
 Bullet ,jimakos,hiimgosu,1-0,2016.07.16,21:38:16,2570,2849,20.0,-22.0,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0+1,Normal,1. e4 Nc6 2. d4 e5 3. d5 Nce7 4. c4 Ng6 5. Be3 Bb4+ 6. Nd2 Nf6 7. f3 d6 8. Bd3 Bc5 9. Bxc5 dxc5 10. Ne2 O-O 11. O-O Ne8 12. a3 a5 13. Rb1 a4 14. Bc2 Bd7 15. Nc3 Nd6 16. Bxa4 Bc8 17. Bc2 b6 18. Qe2 h6 19. Ra1 Qg5 20. g3 Nf4 21. Qd1 Kh8 22. Kh1 Nh5 23. Qe2 Bd7 24. Qf2 Nf6 25. b4 Nb7 26. Nb5 Bxb5 27. cxb5 Nd7 28. Nb3 cxb4 29. axb4 Rxa1 30. Rxa1 Nd6 31. Bd3 Rc8 32. Rc1 g6 33. Rc6 Kg7 34. Qc2 Qd8 35. Nd2 Nf6 36. Nc4 Nfe8 37. Nxe5 Ra8 38. Nc4 Ra1+ 39. Kg2 Qf6 40. e5 Qg5 41. exd6 Rc1 42. d7 Rxc2+ 43. Bxc2 Nd6 44. Nxd6 cxd6 45. Rxd6 Qd8 46. Be4 Kf8 47. f4 Ke7 48. Rc6 Qxd7 49. d6+ Kf6 50. Bd5 Qf5 51. Bf3 Qd3 52. d7+ Ke7 53. Rc7 Kd8 54. Rb7 Qd2+ 55. Kh3 Qxb4 56. Bc6 Qd4 57. Rb8+ Ke7 58. Re8+ Kf6 59. d8=Q+ Qxd8 60. Rxd8 g5 61. Rd5 1-0,2709.5
 Bullet ,jimakos,hiimgosu,1/2-1/2,2016.07.16,21:41:04,2585,2833,7.0,-8.0,A00,Hungarian Opening,0+1,Normal,1. g3 e5 2. Bg2 Nc6 3. d3 Bc5 4. Nf3 d6 5. O-O a6 6. c3 h6 7. d4 Ba7 8. dxe5 Nxe5 9. Nxe5 dxe5 10. Qxd8+ Kxd8 11. Rd1+ Ke7 12. Nd2 Nf6 13. Nc4 Nd7 14. a4 Rd8 15. a5 Rb8 16. Be3 Bxe3 17. Nxe3 Nf6 18. Nc4 Rxd1+ 19. Rxd1 Nd7 20. Bh3 f6 21. f4 exf4 22. gxf4 Nc5 23. Bxc8 Rxc8 24. Kf2 f5 25. Kf3 Ne4 26. Ne3 g6 27. Rd5 Nf6 28. Re5+ Kf7 29. b4 c6 30. c4 Rd8 31. b5 cxb5 32. cxb5 Rd6 33. Rc5 Ke6 34. Nc4 Rd4 35. bxa6 bxa6 36. Ne3 Rd6 37. Nc4 Rd4 38. Ne5 g5 39. Rc6+ Ke7 40. Rxa6 Ra4 41. Ng6+ Kf7 42. Ne5+ Kg7 43. Ra7+ Kg8 44. a6 Ra3+ 45. e3 Nd5 46. Ra8+ Kg7 47. Ra7+ Kf6 48. Rd7 Nxe3 49. Rd6+ Ke7 50. Rd7+ Ke6 51. Rd3 Rxd3 52. Nxd3 Nd5 53. a7 Nc7 54. Nb4 Na8 55. fxg5 hxg5 56. h4 gxh4 57. Kf4 Nb6 58. Nd3 Nd5+ 59. Kg5 Nc7 60. Kxh4 Kd5 61. Kg5 Kc6 62. Kxf5 Kb7 63. Nc5+ Kxa7 64. Ne6 Nxe6 1/2-1/2,2709.0
