Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Blitz ,Peaudepailles,alsasan1987,0-1,2016.07.15,23:44:09,2709,2618,-15.0,16.0,C00,French Defense: Alapin Gambit,180+0,Normal,1. d4 { [%eval 0.23] } 1... e6 { [%eval 0.19] } 2. e4 { [%eval 0.18] } 2... d5 { [%eval 0.3] } 3. Be3?! { [%eval -0.29] } 3... dxe4 { [%eval -0.39] } 4. Nd2 { [%eval -0.26] } 4... f5 { [%eval -0.2] } 5. f3 { [%eval -0.12] } 5... Nf6 { [%eval -0.07] } 6. fxe4 { [%eval -0.1] } 6... c5?! { [%eval 0.47] } 7. dxc5 { [%eval 0.13] } 7... e5? { [%eval 1.15] } 8. Ngf3 { [%eval 1.2] } 8... Qc7 { [%eval 1.27] } 9. Bb5+ { [%eval 0.79] } 9... Nc6?! { [%eval 1.39] } 10. O-O { [%eval 1.0] } 10... Ng4 { [%eval 1.01] } 11. Bf2? { [%eval -1.1] } 11... Nxf2 { [%eval -1.0] } 12. Kxf2 { [%eval -1.09] } 12... Bxc5+ { [%eval -1.04] } 13. Ke1 { [%eval -1.0] } 13... O-O { [%eval -0.79] } 14. Qe2 { [%eval -0.79] } 14... Nb4 { [%eval -0.5] } 15. Qc4+ { [%eval -0.87] } 15... Kh8 { [%eval -0.94] } 16. a3 { [%eval -0.91] } 16... a6 { [%eval -0.5] } 17. Be8? { [%eval -2.98] } 17... Be6 { [%eval -2.57] } 18. Qxe6? { [%eval -4.78] } 18... Nxc2+ { [%eval -4.45] } 19. Kd1? { [%eval -6.84] } 19... Nxa1? { [%eval -5.04] } 20. Ba4?! { [%eval -5.81] } 20... b5 { [%eval -5.41] } 21. Ke2? { [%eval -7.11] } 21... bxa4 { [%eval -6.34] } 22. Rxa1? { [%eval -9.03] } 22... fxe4 { [%eval -8.7] } 23. Nxe4 { [%eval -8.5] } 23... Qb7 { [%eval -7.89] } 24. Ned2? { [%eval -10.18] } 24... Rad8 { [%eval -9.71] } 25. Rc1 { [%eval -11.16] } 25... e4 { [%eval -11.06] } 26. Ng5?! { [%eval #-6] } 26... Qxb2 { [%eval #-6] } 27. Rd1 { [%eval #-3] } 27... Rxd2+ { [%eval #-2] } 28. Rxd2 { [%eval #-2] } 28... Rf2+ { [%eval #-1] } 29. Ke1 { [%eval #-1] } 29... Qxd2# 0-1,2663.5
 Blitz ,alsasan1987,Peaudepailles,1/2-1/2,2016.07.15,23:50:22,2634,2694,2.0,-2.0,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",180+0,Normal,1. e4 c5 2. d4 cxd4 3. c3 Nf6 4. e5 Nd5 5. Bc4 e6 6. Bxd5 exd5 7. Nf3 Nc6 8. O-O d6 9. Re1 Be7 10. exd6 Qxd6 11. Nxd4 O-O 12. Na3 Nxd4 13. cxd4 a6 14. Bf4 Qd8 15. Rc1 Be6 16. Rc7 b5 17. Qd3 Re8 18. Qd2 Bf8 19. Nc2 a5 20. Rc1 b4 21. Ne3 Qf6 22. Bg3 h5 23. Qd3 h4 24. Be5 Qg5 25. R7c6 f6 26. Bc7 Bf7 27. h3 Re4 28. Re1 f5 29. Be5 f4 30. Nc2 Bg6 31. Qd2 Re8 32. b3 Bh5 33. Rxe4 dxe4 34. Qxf4 Qxf4 35. Bxf4 Bf7 36. Rb6 Rc8 37. Na1 Rc3 38. Bg5 a4 39. Rb8 g6 40. Kf1 a3 41. Bh6 Kh7 42. Bd2 Kg7 43. Bxc3 bxc3 44. Rc8 Bb4 45. Nc2 Bd6 46. Rxc3 Bf4 47. g3 Kh6 48. gxf4 Kh5 49. Re3 Be6 50. Rxe4 Bxh3+ 51. Kg1 Bf5 52. Re5 Kg4 53. Rxf5 Kxf5 54. Nxa3 Kxf4 55. Nc4 Ke4 56. a4 Kxd4 57. a5 Kc5 58. Kg2 Kb5 59. Kh3 g5 60. Kg4 Ka6 61. f4 h3 62. Kxh3 gxf4 63. Kg4 f3 64. Kxf3 Kb5 65. Ke4 Ka6 66. Kd3 Kb5 67. Kc3 Ka6 68. b4 Kb5 69. Kb3 Ka6 70. Nd6 Ka7 71. Ka4 Ka6 72. b5+ Ka7 73. b6+ Ka6 74. Nc4 Kb7 75. Kb5 Ka8 76. a6 Kb8 77. Nd6 Ka8 78. Kc6 Kb8 79. Nb5 Ka8 80. a7 1/2-1/2,2664.0
 Blitz ,alsasan1987,Peaudepailles,1-0,2016.07.15,23:57:21,2636,2692,15.0,-14.0,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",180+0,Normal,1. e4 { [%eval 0.34] } 1... c5 { [%eval 0.36] } 2. d4 { [%eval 0.08] } 2... cxd4 { [%eval 0.12] } 3. c3 { [%eval 0.12] } 3... Nf6 { [%eval 0.11] } 4. e5 { [%eval 0.08] } 4... Nd5 { [%eval 0.16] } 5. cxd4 { [%eval 0.08] } 5... e6 { [%eval 0.13] } 6. Bc4 { [%eval 0.06] } 6... d6 { [%eval 0.14] } 7. Nf3 { [%eval 0.1] } 7... Be7 { [%eval 0.07] } 8. exd6 { [%eval 0.0] } 8... Qxd6 { [%eval 0.0] } 9. Bd2 { [%eval -0.01] } 9... O-O { [%eval -0.01] } 10. Nc3 { [%eval -0.07] } 10... Nc6 { [%eval 0.03] } 11. O-O { [%eval -0.03] } 11... Nb6 { [%eval -0.08] } 12. Nb5 { [%eval -0.07] } 12... Qd8 { [%eval -0.06] } 13. Bd3 { [%eval -0.12] } 13... Bf6 { [%eval -0.08] } 14. Be3 { [%eval -0.05] } 14... a6 { [%eval 0.26] } 15. Nc3 { [%eval 0.22] } 15... Nd5 { [%eval 0.29] } 16. Qb3 { [%eval 0.2] } 16... Nxe3 { [%eval 0.37] } 17. fxe3 { [%eval 0.3] } 17... e5 { [%eval 0.54] } 18. d5 { [%eval 0.52] } 18... Ne7 { [%eval 0.49] } 19. Rad1 { [%eval 0.46] } 19... g6?! { [%eval 1.32] } 20. d6 { [%eval 1.13] } 20... Nc6?! { [%eval 1.95] } 21. Be4 { [%eval 1.53] } 21... Na5 { [%eval 1.91] } 22. Qa3?! { [%eval 1.05] } 22... Be6?! { [%eval 2.02] } 23. Nd5 { [%eval 1.88] } 23... Bg7? { [%eval 3.07] } 24. Nc7 { [%eval 2.83] } 24... Nc4 { [%eval 3.27] } 25. Nxe6 { [%eval 3.1] } 25... fxe6? { [%eval 4.12] } 26. Qb3 { [%eval 4.04] } 26... Rc8 { [%eval 4.12] } 27. Bxb7 { [%eval 4.12] } 27... Rc5 { [%eval 4.03] } 28. Bxa6 { [%eval 3.93] } 28... Nb6?? { [%eval 8.89] } 29. Qxe6+ { [%eval 8.59] } 29... Kh8 { [%eval 8.25] } 30. b4 { [%eval 8.07] } 30... Rc2? { [%eval 10.62] } 31. Nxe5 { [%eval 10.1] } 31... Rxf1+?! { [%eval #36] } 32. Rxf1 { [%eval 57.19] } 32... Qa8?! { [%eval #4] } 33. Nf7+ { [%eval #3] } 33... Kg8 { [%eval #3] } 34. Nh6+?! { [%eval #4] } 34... Kh8 { [%eval #4] } 35. Nf7+ { [%eval #3] } 35... Kg8 { [%eval #3] } 36. Nd8+ { [%eval #2] } 36... Kh8 { [%eval #2] } 37. Qe8+ { [%eval #1] } 37... Bf8 { [%eval #1] } 38. Qxf8# 1-0,2664.0
 Blitz ,Peaudepailles,alsasan1987,1/2-1/2,2016.07.16,00:02:36,2678,2651,-1.0,1.0,C00,French Defense: Alapin Gambit,180+0,Normal,1. d4 e6 2. e4 d5 3. Be3 Qd6 4. e5 Qb6 5. Nc3 Bd7 6. Rb1 Nh6 7. Bxh6 gxh6 8. Nf3 Rg8 9. Qd2 c5 10. a3 cxd4 11. Nxd4 Rg4 12. Nf3 a6 13. h3 Rg8 14. g4 Nc6 15. Bd3 Qc7 16. Qf4 f6 17. Qxf6 Bg7 18. Qh4 Rf8 19. Qh5+ Kd8 20. g5 Nxe5 21. Nxe5 Qxe5+ 22. Kd1 Rxf2 23. Rg1 Qe3 24. Ne2 Rxe2 25. Bxe2 Qxg1+ 26. Kd2 Qxb1 27. gxh6 Bxb2 28. Qg5+ Kc8 1/2-1/2,2664.5
 Bullet ,jimakos,hiimgosu,1-0,2016.07.16,01:12:06,2616,2755,14.0,-18.0,A00,Hungarian Opening,0+1,Normal,1. g3 { [%eval -0.17] } 1... Nc6 { [%eval -0.02] } 2. Bg2 { [%eval -0.08] } 2... d5 { [%eval 0.0] } 3. Nf3 { [%eval 0.0] } 3... e5 { [%eval 0.07] } 4. O-O { [%eval -0.24] } 4... e4 { [%eval -0.32] } 5. Ne1 { [%eval -0.32] } 5... f5 { [%eval -0.32] } 6. d3 { [%eval -0.37] } 6... Nf6 { [%eval -0.04] } 7. c3 { [%eval -0.24] } 7... Bd6 { [%eval -0.23] } 8. Bg5 { [%eval -0.32] } 8... h6 { [%eval -0.29] } 9. Bxf6 { [%eval -0.67] } 9... Qxf6 { [%eval -0.46] } 10. Nd2 { [%eval -0.57] } 10... O-O?! { [%eval -0.04] } 11. d4? { [%eval -1.57] } 11... f4 { [%eval -1.39] } 12. Qb3 { [%eval -1.49] } 12... Be6 { [%eval -1.61] } 13. Nxe4? { [%eval -3.2] } 13... dxe4 { [%eval -3.09] } 14. d5 { [%eval -3.02] } 14... Bf7 { [%eval -3.0] } 15. Qxb7? { [%eval -4.17] } 15... Ne5 { [%eval -4.87] } 16. Bxe4 { [%eval -4.67] } 16... Rab8 { [%eval -4.5] } 17. Qa6 { [%eval -4.81] } 17... Rxb2? { [%eval -3.67] } 18. Nd3?! { [%eval -4.4] } 18... fxg3?! { [%eval -3.69] } 19. Nxb2?! { [%eval -4.36] } 19... gxh2+?? { [%eval 0.28] } 20. Kh1 { [%eval 0.23] } 20... Ng4 { [%eval 0.16] } 21. Bf3 { [%eval 0.0] } 21... Ne5 { [%eval 0.25] } 22. Bg2 { [%eval -0.2] } 22... Ng6 { [%eval -0.24] } 23. Nd3?! { [%eval -0.88] } 23... Nh4 { [%eval -0.84] } 24. Qxa7?? { [%eval -4.7] } 24... Nxg2 { [%eval -4.61] } 25. Kxg2?? { [%eval #-14] } 25... Bxd5+ { [%eval #-13] } 26. f3 { [%eval #-13] } 26... Qg5+?? { [%eval -1.25] } 27. Kh1 { [%eval -0.06] } 27... Re8 { [%eval 0.11] } 28. Qf2 { [%eval 0.29] } 28... Qe7? { [%eval 1.3] } 29. Rae1?! { [%eval 0.45] } 29... Bc4 { [%eval 0.55] } 30. Nc1 { [%eval 0.09] } 30... Bc5 { [%eval 0.16] } 31. Qxh2 { [%eval -0.13] } 31... Be3 { [%eval 0.0] } 32. Qg3?! { [%eval -0.79] } 32... Qf6?! { [%eval 0.0] } 33. Rg1?? { [%eval -3.53] } 33... Bxg1? { [%eval -1.42] } 34. Rxg1 { [%eval -1.41] } 34... Qxc3? { [%eval 0.0] } 35. Qg6?! { [%eval -0.9] } 35... Rf8?! { [%eval 0.0] } 36. Qg4?! { [%eval -0.54] } 36... Rf6?? { [%eval #1] } 37. Qg3?? { [%eval -0.75] } 37... Rf7 { [%eval -0.68] } 38. Qh4 { [%eval -0.7] } 38... Kf8?? { [%eval #1] } 39. Qd8# 1-0,2685.5
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,01:16:14,2754,2616,8.0,-6.0,A46,Indian Game: Wade-Tartakower Defense,0+1,Normal,1. d4 Nf6 2. Nf3 d6 3. g3 Nbd7 4. Bg2 e5 5. O-O g6 6. dxe5 dxe5 7. Nc3 Bg7 8. Nd2 O-O 9. Nc4 Qe7 10. e4 c6 11. Qd6 Qxd6 12. Nxd6 Rd8 13. Nxc8 Raxc8 14. Be3 a6 15. Rfd1 Bf8 16. Bh3 Bc5 17. Bxc5 Nxc5 18. Bxc8 Rxc8 19. f3 Kf8 20. b4 Ne6 21. Ne2 Ke7 22. a4 h5 23. Kf2 g5 24. Ke3 g4 25. f4 exf4+ 26. gxf4 Ng7 27. f5 Nd7 28. Kf4 f6 29. Rd4 c5 30. bxc5 Rxc5 31. Rb1 b5 32. axb5 axb5 33. c4 bxc4 34. Rb7 Ne6+ 35. fxe6 Kxe6 36. Rbxd7 c3 37. R4d6# 1-0,2685.0
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,01:17:50,2610,2762,-6.0,7.0,D13,Slav Defense: Exchange Variation,0+1,Normal,1. Nf3 d5 2. d4 c6 3. c4 Nf6 4. cxd5 cxd5 5. Nc3 Nc6 6. Bg5 Bf5 7. Bxf6 gxf6 8. e3 Qb6 9. Qb3 Qxb3 10. axb3 e6 11. Kd2 a6 12. Bb5 Rc8 13. Bd3 Bxd3 14. Kxd3 Bb4 15. Kd2 Rg8 16. Rac1 Na5 17. Kc2 Rxg2 18. Rcf1 Ke7 19. Rhg1 Rcg8 20. Rxg2 Rxg2 21. h4 Bd6 22. Ne2 Nc6 23. Kd2 h6 24. Rg1 Rxg1 25. Nexg1 f5 26. Nh3 Kf6 27. Kd3 Kg6 28. Nd2 Kh5 29. Nf3 Kg4 30. Nhg1 f4 31. e4 dxe4+ 32. Kxe4 f5+ 33. Kd3 Nb4+ 34. Kc4 b5+ 35. Kc3 Nd5+ 36. Kd3 h5 37. Ke2 Be7 38. Ne5+ Kxh4 39. Ng6+ Kg5 40. Nxe7 Nxe7 41. Kf3 Nd5 42. Nh3+ Kf6 43. Nxf4 Nxf4 44. Kxf4 b4 45. f3 a5 46. Kg3 e5 47. d5 Ke7 48. Kh4 Kd6 49. Kxh5 Kxd5 50. Kg5 f4 51. Kf5 Kd4 52. Ke6 Ke3 0-1,2686.0
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,01:22:21,2587,2789,-5.0,6.0,A04,Zukertort Opening: Queenside Fianchetto Variation,0+1,Normal,1. Nf3 b6 2. d4 Bb7 3. c4 e6 4. Nc3 Nf6 5. d5 Bb4 6. Bd2 O-O 7. e4 Bxc3 8. Bxc3 Nxe4 9. Bd4 c5 10. Be5 d6 11. Bf4 exd5 12. cxd5 Re8 13. Be2 Qf6 14. Be3 Qxb2 15. O-O Nc3 16. Qe1 Nxe2+ 0-1,2688.0
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,01:23:38,2577,2801,-4.0,5.0,D15,Slav Defense: Three Knights Variation,0+1,Normal,1. Nf3 d5 2. d4 c6 3. c4 Nf6 4. Nc3 Bf5 5. Qb3 Qb6 6. c5 Qxb3 7. axb3 Na6 8. Bg5 Nb4 9. Bxf6 Nc2+ 10. Kd2 Nxa1 0-1,2689.0
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,01:24:00,2806,2573,5.0,-5.0,E81,"King's Indian Defense: Saemisch Variation, Normal Defense",0+1,Normal,1. d4 d6 2. c4 Nf6 3. Nc3 g6 4. e4 Bg7 5. f3 O-O 6. Be3 c5 7. dxc5 dxc5 8. Qxd8 Rxd8 9. Bxc5 Nc6 10. Nd5 Nxd5 11. cxd5 Bxb2 12. Rb1 Bd4 13. Bxd4 Nxd4 14. Ne2 Nxe2 15. Bxe2 b6 16. Kf2 e6 17. Bc4 exd5 18. Bxd5 Rb8 19. Rhc1 Bd7 20. Rc7 a5 21. Ke3 Kf8 22. f4 Ke7 23. Kd4 f6 24. g3 Rdc8 25. Rbc1 Rxc7 26. Rxc7 Kd6 27. Ra7 b5 28. e5+ fxe5+ 29. fxe5+ 1-0,2689.5
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,01:25:02,2568,2811,-4.0,5.0,C16,"French Defense: Winawer Variation, Advance Variation",0+1,Normal,1. e4 { [%eval 0.16] } 1... e6 { [%eval 0.22] } 2. d4 { [%eval 0.32] } 2... d5 { [%eval 0.24] } 3. Nc3 { [%eval 0.28] } 3... Bb4 { [%eval 0.18] } 4. e5 { [%eval 0.07] } 4... Ne7 { [%eval 0.02] } 5. Ne2 { [%eval -0.3] } 5... b6 { [%eval -0.1] } 6. a3 { [%eval -0.15] } 6... Bxc3+ { [%eval 0.01] } 7. Nxc3 { [%eval -0.01] } 7... Ba6 { [%eval 0.19] } 8. Bd3 { [%eval -0.29] } 8... Bxd3 { [%eval -0.26] } 9. Qxd3 { [%eval -0.24] } 9... c5 { [%eval -0.29] } 10. Ne2 { [%eval -0.41] } 10... Nbc6 { [%eval -0.35] } 11. Be3 { [%eval -0.34] } 11... Qc8 { [%eval -0.22] } 12. f4 { [%eval -0.32] } 12... h5 { [%eval -0.13] } 13. dxc5 { [%eval -0.05] } 13... bxc5 { [%eval -0.08] } 14. Bxc5 { [%eval -0.22] } 14... a5?! { [%eval 0.74] } 15. Bxe7 { [%eval 0.75] } 15... Nxe7 { [%eval 0.73] } 16. Nd4 { [%eval 0.72] } 16... g6 { [%eval 0.76] } 17. O-O { [%eval 0.7] } 17... a4 { [%eval 1.18] } 18. Rac1 { [%eval 0.82] } 18... Qa6 { [%eval 0.76] } 19. Qxa6 { [%eval 0.96] } 19... Rxa6 { [%eval 0.92] } 20. c4 { [%eval 0.84] } 20... dxc4 { [%eval 0.84] } 21. Rxc4 { [%eval 0.8] } 21... O-O { [%eval 0.72] } 22. Rfc1 { [%eval 0.36] } 22... Nd5 { [%eval 0.4] } 23. g3 { [%eval 0.33] } 23... Rb8?! { [%eval 1.0] } 24. Nc6? { [%eval 0.0] } 24... Rxb2 { [%eval 0.0] } 25. Nb4 { [%eval 0.0] } 25... Nxb4 { [%eval 0.0] } 26. Rxb4 { [%eval 0.0] } 26... Rxb4 { [%eval 0.0] } 27. axb4 { [%eval 0.0] } 27... Rb6 { [%eval 0.0] } 28. Rc4 { [%eval -0.06] } 28... a3 { [%eval 0.0] } 29. Rc3 { [%eval -0.06] } 29... Ra6 { [%eval -0.07] } 30. Rc1 { [%eval -0.07] } 30... Kf8 { [%eval 0.0] } 31. b5 { [%eval 0.0] } 31... Ra5 { [%eval 0.0] } 32. b6 { [%eval 0.0] } 32... a2 { [%eval 0.0] } 33. b7 { [%eval 0.0] } 33... Rb5 { [%eval 0.0] } 34. Rc8+ { [%eval 0.0] } 34... Kg7 { [%eval 0.0] } 35. b8=Q?? { [%eval -52.87] } 35... Rxb8?? { [%eval -6.94] } 0-1,2689.5
 Bullet ,jimakos,hiimgosu,1-0,2016.07.16,01:27:23,2560,2821,17.0,-20.0,A00,Van't Kruijs Opening,0+1,Normal,1. e3 b6 2. f4 Bb7 3. Nf3 c5 4. b3 Nf6 5. Bb2 g6 6. Be2 Bg7 7. O-O O-O 8. Qe1 d6 9. d3 Ng4 10. Bxg7 Kxg7 11. Qc3+ Kg8 12. Qd2 f5 13. h3 Nf6 14. Nc3 Nc6 15. Rae1 e5 16. fxe5 dxe5 17. Ng5 Qe7 18. Bf3 Rad8 19. Qf2 h6 20. Qh4 hxg5 21. Qxg5 Qg7 22. g4 Nh7 23. Qh4 g5 24. Qg3 f4 25. Qg2 Na5 26. Ne4 Bxe4 27. Bxe4 Nf6 28. Bf5 Nb7 29. h4 Nd6 30. exf4 Nxf5 31. hxg5 Nd4 32. gxf6 Rxf6 33. Rxe5 Rdf8 34. Rg5 Rg6 35. Qd5+ Rf7 36. Qd8+ Kh7 37. Rh5+ Rh6 38. Rxh6+ Qxh6 39. Kg2 Qc6+ 40. Kg3 Ne2+ 41. Kf2 Rxf4+ 42. Kxe2 Qg2+ 43. Ke3 Qxf1 44. Qh4+ Kg6 45. Qh5+ Kf6 46. Qh6+ Ke5 47. Qg5+ Rf5 48. Qe7+ Kd5 49. Qd7+ Ke5 50. Qxf5+ Qxf5 51. gxf5 Kxf5 52. d4 cxd4+ 53. Kxd4 Ke6 54. Kc4 Kd6 55. Kb5 Kc7 56. Ka6 Kb8 57. c4 Ka8 58. b4 Kb8 59. a4 Ka8 60. a5 bxa5 61. Kxa5 Kb7 62. b5 Kc7 63. c5 Kb8 64. c6 Ka8 65. Ka6 Kb8 66. c7+ Ka8 67. c8=R# 1-0,2690.5
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,01:29:43,2801,2577,5.0,-5.0,A00,Hungarian Opening,0+1,Normal,1. g3 e6 2. Bg2 f6 3. c4 Ne7 4. Nc3 c6 5. d4 d5 6. e4 dxc4 7. Nf3 b5 8. O-O Bb7 9. a4 a6 10. Re1 Nd7 11. e5 f5 12. Ng5 Nb6 13. Nxe6 Qc8 14. Nxf8 Rxf8 15. axb5 cxb5 16. d5 Qb8 17. d6 Nc6 18. e6 Rf6 19. Bg5 Rg6 20. h4 Nb4 21. Bh3 Nd3 22. Bxf5 Nxe1 23. d7+ Kf8 24. e7+ Kf7 25. Qxe1 Rxg5 26. e8=Q+ Qxe8 27. dxe8=Q+ Rxe8 28. Qxe8+ Kxe8 29. hxg5 b4 30. Na4 Nd5 31. Nc5 Bc6 32. Be4 Bb5 1-0,2689.0
 Bullet ,jimakos,hiimgosu,1-0,2016.07.16,01:30:53,2572,2806,18.0,-19.0,D00,Queen's Pawn Game #2,0+1,Normal,1. e3 d5 2. d4 Nc6 3. Nf3 Bg4 4. Bd3 e5 5. dxe5 Nxe5 6. Be2 Bxf3 7. Bxf3 Nf6 8. Nc3 c6 9. O-O Bb4 10. Bd2 Nc4 11. Qc1 Nxd2 12. Qxd2 Qa5 13. Be2 Bxc3 14. Qxc3 Qxc3 15. bxc3 O-O-O 16. c4 dxc4 17. Bxc4 Rd7 18. Rfd1 Rhd8 19. Rxd7 Rxd7 20. Kf1 Kc7 21. Ke2 Ne4 22. Bd3 Nc3+ 23. Kd2 Nd5 24. a3 g6 25. Rd1 b6 26. Ke1 Nc3 27. Rd2 c5 28. Bc4 Rxd2 29. Kxd2 Ne4+ 30. Ke2 f6 31. Bg8 Nc3+ 32. Kd3 Nb5 33. a4 Nd6 34. Bxh7 g5 35. g3 a6 36. h4 gxh4 37. gxh4 b5 38. axb5 axb5 39. h5 Nf7 40. Bg6 Nh6 41. f4 Kd6 42. Be8 b4 43. Ke4 Ke6 44. Bb5 f5+ 45. Kd3 Kd5 46. Bc4+ Kd6 47. e4 Ke7 48. e5 Ng4 49. Ke2 Nh6 50. Bd3 Ke6 51. Bc4+ Ke7 52. Kf3 Nf7 53. Bxf7 Kxf7 54. Ke3 Ke6 55. Kd3 Kd5 56. h6 c4+ 57. Kd2 Kd4 58. c3+ bxc3+ 59. Kc2 1-0,2689.0
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,01:33:06,2787,2590,6.0,-6.0,B02,Alekhine Defense: Maroczy Variation,0+1,Normal,1. e4 Nf6 2. d3 d5 3. Nd2 dxe4 4. Nxe4 c5 5. Nf3 Nxe4 6. dxe4 Qxd1+ 7. Kxd1 Nc6 8. c3 Bg4 9. Be2 O-O-O+ 10. Kc2 e6 11. Be3 Be7 12. h3 Bh5 13. Rhe1 Bg6 14. Nd2 Rhe8 15. f4 f5 16. e5 Bf7 17. g4 g6 18. Bf3 Kc7 19. a4 b6 20. Nc4 Nb8 21. Rh1 Rc8 22. g5 Red8 23. h4 Be8 24. h5 Bc6 25. Bxc6 Nxc6 26. hxg6 hxg6 27. Rh6 Rg8 28. Rah1 Bf8 29. Rh7+ Rg7 30. Rxg7+ Bxg7 31. Rh7 Rg8 32. Nd6 Kd7 33. Kd3 Ne7 34. Kc4 Nd5 35. Bd2 Nc7 36. b4 cxb4 37. cxb4 Ne8 38. Nxe8 Kxe8 39. Kb5 Kf7 40. Ka6 Rd8 41. Be3 Rd3 42. Bxb6 axb6 43. Kxb6 Rd4 44. Kb5 Rxf4 45. a5 Kg8 46. Rh1 Bxe5 47. a6 Bc3 48. Rb1 Bd4 49. Kc6 e5 50. b5 Rf2 51. b6 Rc2+ 52. Kb7 Ra2 53. a7 Bxb6 54. Rxb6 e4 55. Rxg6+ Kf7 56. Rf6+ Ke7 57. Rxf5 Ke6 58. Rf6+ Ke5 59. a8=Q Rxa8 60. Kxa8 e3 61. Rf8 1-0,2688.5
 Bullet ,hiimgosu,jimakos,1-0,2016.07.16,01:36:47,2799,2579,5.0,-5.0,D06,Queen's Gambit Refused: Marshall Defense,0+1,Normal,1. d4 Nf6 2. c4 d5 3. Nc3 dxc4 4. e4 c5 5. d5 e6 6. Bxc4 exd5 7. Nxd5 Nxe4 8. Qe2 Bf5 9. f3 Nd7 10. fxe4 Bg6 11. Nf3 Bd6 12. e5 Bb8 13. e6 fxe6 14. Qxe6+ Kf8 15. O-O 1-0,2689.0
 Bullet ,jimakos,hiimgosu,0-1,2016.07.16,01:37:20,2574,2804,-5.0,5.0,A00,Hungarian Opening,0+1,Normal,1. g3 e5 2. Bg2 Nc6 3. c4 Bc5 4. Nc3 d6 5. e3 a6 6. Nge2 Ba7 7. O-O h5 8. d4 h4 9. d5 Nce7 10. h3 hxg3 11. Nxg3 Bxh3 12. Bxh3 Rxh3 13. Qg4 Rh7 14. e4 Nf6 15. Qf3 Qd7 16. Be3 Bxe3 17. fxe3 Qh3 18. Qg2 Ng4 19. Rae1 Ng6 20. Qxh3 Rxh3 21. Kg2 Rh2+ 22. Kf3 Nf6 23. Nf5 Nh4+ 24. Kg3 Nxf5+ 25. Kxh2 Nh6 26. Kg3 b6 27. Kf3 Ke7 28. Rg1 g6 29. Rh1 Nh5 30. Reg1 Ng8 31. Ne2 Ngf6 32. Ng3 Nxg3 33. Rxg3 Nh5 34. Rg5 a5 35. a3 a4 36. Rgg1 Ra5 37. Rb1 Rc5 38. Rhc1 Nf6 39. b4 axb3 40. Rxb3 Ra5 41. Rcc3 Nd7 42. Rb5 Ra4 43. Rb4 Ra6 44. Rb1 Nc5 45. Rg1 Ra4 46. Rh1 Nb7 47. Rh8 Na5 48. Rc8 Kd7 49. Rf8 Ke7 50. Rc8 Kd7 51. Rf8 Nxc4 52. Rxf7+ Kc8 53. Rg7 b5 54. Rxg6 Rxa3 55. Rxa3 Nxa3 56. Rg1 Kb7 57. Ke2 Kb6 58. Kd3 Kc5 59. Rc1+ Nc4 60. Rg1 Nb2+ 61. Kc2 Nc4 62. Kd3 Nb2+ 63. Ke2 Na4 64. Rg7 Kb6 65. Kd3 Nc5+ 66. Kc2 Nxe4 67. Rg4 Nf6 0-1,2689.0
 Bullet ,hiimgosu,jimakos,0-1,2016.07.16,01:39:47,2809,2569,-19.0,18.0,A84,Dutch Defense: Rubinstein Variation,0+1,Normal,1. d4 e6 2. c4 f5 3. Nc3 Nf6 4. g3 Bb4 5. Bg2 d6 6. Bd2 Bxc3 7. Bxc3 Bd7 8. Bxb7 Bc6 9. Bxc6+ Nxc6 10. Qa4 Qd7 11. Nf3 O-O 12. Rc1 Nxd4 13. Qxd7 Nxf3+ 14. exf3 Nxd7 15. O-O Rfe8 16. f4 Kf7 17. Kg2 g6 18. b4 Rab8 19. a4 Nb6 20. Bd4 Nxa4 21. Bxa7 Rxb4 22. Be3 Nb6 23. c5 Nd5 24. cxd6 cxd6 25. Kf3 Rb3 26. Rb1 Rxb1 27. Rxb1 e5 28. fxe5 dxe5 29. h4 e4+ 30. Ke2 Nc3+ 31. Kd2 Nxb1+ 32. Kc2 Na3+ 33. Kb3 Nb5 34. Kc4 Nd6+ 35. Kd5 Rd8 36. Bg5 Rd7 37. Kc6 Ke6 0-1,2689.0
